tensor(1.1489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0142, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0429, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0155, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0237, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0105, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0177, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0098, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0157, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0191, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0085, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0311, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0448, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0360, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0050, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0076, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0140, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0071, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0097, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0495, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0308, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0666, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0140, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0089, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0261, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0435, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0101, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0348, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0223, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0043, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0657, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0319, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0185, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0076, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0098, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0052, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0181, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0078, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0140, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0309, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0273, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0061, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0389, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0062, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0182, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0103, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0541, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0132, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0434, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0092, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0066, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0181, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0133, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0231, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0054, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0198, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0124, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0166, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0217, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0351, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0215, device='cuda:0', grad_fn=<AddBackward0>)
